k1_slp1,k1_iast,lexicographer_only_any,botanical_only,dcs_attested,dcs_band,dcs_band_label,clean_confirmation
tumburu,tumburu,no,no,yes,3,uncommon(10-99),no
tumula,tumula,yes,no,yes,4,common(100-999),no
tundilaPalA,tundilaphalā,yes,yes,yes,1,hapax(1),yes
tunnaka,tunnaka,no,yes,no,,,no
turaMgAri,turaṃgāri,yes,no,no,,,no
turagaganDA,turagagandhā,yes,yes,no,,,no
tuza,tuṣa,yes,no,yes,4,common(100-999),no
tvac,tvac,no,no,yes,5,very-common(1000+),no
tvacApattra,tvacāpattra,yes,yes,no,,,no
tvaca,tvaca,yes,no,yes,3,uncommon(10-99),no
tvagdozApahA,tvagdoṣāpahā,yes,yes,no,,,no
tvagela,tvagela,no,yes,yes,1,hapax(1),no
tvakCada,tvakchada,yes,yes,no,,,no
tvakpattra,tvakpattra,no,no,yes,2,rare(2-9),no
tvakpattraka,tvakpattraka,no,yes,no,,,no
tvaksAra,tvaksāra,yes,no,yes,2,rare(2-9),no
tvaksuganDA,tvaksugandhā,yes,yes,no,,,no
uKarvala,ukharvala,yes,yes,no,,,no
uSIra,uśīra,no,yes,yes,4,common(100-999),no
ucCrita,ucchrita,yes,no,yes,1,hapax(1),no
uccawA,uccaṭā,yes,no,yes,3,uncommon(10-99),no
udDArA,uddhārā,yes,yes,no,,,no
udakIrRa,udakīrṇa,no,yes,no,,,no
udarka,udarka,no,no,yes,3,uncommon(10-99),no
uddAla,uddāla,yes,no,yes,2,rare(2-9),no
udrekA,udrekā,yes,yes,no,,,no
udumbara,udumbara,no,no,yes,4,common(100-999),no
udvega,udvega,yes,no,yes,4,common(100-999),no
ugrA,ugrā,no,yes,yes,3,uncommon(10-99),no
ugra,ugra,yes,no,yes,5,very-common(1000+),no
ugraganDA,ugragandhā,no,no,yes,3,uncommon(10-99),no
ugraganDa,ugragandha,yes,no,yes,2,rare(2-9),no
ugrakARqa,ugrakāṇḍa,yes,yes,yes,2,rare(2-9),yes
ulla,ulla,no,yes,no,,,no
umA,umā,no,no,yes,4,common(100-999),no
umAkawa,umākaṭa,no,yes,no,,,no
undurakarRikA,undurakarṇikā,no,yes,no,,,no
unmatta,unmatta,yes,no,yes,3,uncommon(10-99),no
upacitrA,upacitrā,yes,no,yes,2,rare(2-9),no
upadaMSa,upadaṃśa,yes,no,yes,3,uncommon(10-99),no
upakAlikA,upakālikā,no,yes,yes,2,rare(2-9),no
upakuYci,upakuñci,yes,yes,no,,,no
upakulyA,upakulyā,no,no,yes,3,uncommon(10-99),no
upakumBA,upakumbhā,no,yes,no,,,no
upameta,upameta,yes,no,no,,,no
upavawa,upavaṭa,yes,yes,yes,1,hapax(1),yes
upavizA,upaviṣā,yes,yes,yes,2,rare(2-9),yes
upodaka,upodaka,no,no,no,,,no
uqumbarI,uḍumbarī,no,yes,yes,1,hapax(1),no
uqumbara,uḍumbara,no,no,yes,2,rare(2-9),no
uqumbaradalA,uḍumbaradalā,no,yes,no,,,no
uraRAKya,uraṇākhya,yes,yes,yes,1,hapax(1),yes
uraRAKyaka,uraṇākhyaka,yes,yes,no,,,no
uraRAkza,uraṇākṣa,yes,yes,no,,,no
uraRAkzaka,uraṇākṣaka,yes,yes,no,,,no
urukAla,urukāla,yes,yes,no,,,no
urumARa,urumāṇa,no,yes,yes,2,rare(2-9),no
uruvu,uruvu,no,yes,yes,2,rare(2-9),no
urvAru,urvāru,no,yes,yes,2,rare(2-9),no
utkatA,utkatā,yes,no,no,,,no
utkawA,utkaṭā,yes,no,yes,2,rare(2-9),no
utkawa,utkaṭa,no,no,yes,4,common(100-999),no
utkuYcikA,utkuñcikā,yes,yes,no,,,no
utkzipta,utkṣipta,yes,no,no,,,no
utpAdikA,utpādikā,yes,no,yes,1,hapax(1),no
utpala,utpala,no,no,yes,4,common(100-999),no
utpalagopA,utpalagopā,no,yes,no,,,no
utpalapattra,utpalapattra,yes,no,yes,1,hapax(1),no
utpalasArivA,utpalasārivā,no,yes,yes,2,rare(2-9),no
utpalinI,utpalinī,no,no,yes,2,rare(2-9),no
uttAnaka,uttānaka,yes,yes,no,,,no
uttAnapattraka,uttānapattraka,no,yes,yes,2,rare(2-9),no
uttamA,uttamā,no,no,yes,3,uncommon(10-99),no
uttamAraRI,uttamāraṇī,yes,yes,yes,2,rare(2-9),yes
uttamaPalinI,uttamaphalinī,yes,yes,no,,,no
uzRavIrya,uṣṇavīrya,yes,no,yes,1,hapax(1),no
uzaRA,uṣaṇā,no,no,yes,2,rare(2-9),no
uzaRa,uṣaṇa,no,no,yes,1,hapax(1),no
uzapa,uṣapa,yes,no,no,,,no
uzarbuDa,uṣarbudha,yes,no,yes,2,rare(2-9),no
uzwraDUsarapucCikA,uṣṭradhūsarapucchikā,yes,yes,no,,,no
uzwrakARqI,uṣṭrakāṇḍī,yes,yes,yes,2,rare(2-9),yes
uzwrapAdikA,uṣṭrapādikā,yes,yes,no,,,no
vASaka,vāśaka,yes,no,yes,2,rare(2-9),no
vAdaraNga,vādaraṅga,yes,yes,yes,1,hapax(1),yes
vAguRa,vāguṇa,yes,yes,no,,,no
vAhika,vāhika,yes,no,yes,1,hapax(1),no
vAjiBakzya,vājibhakṣya,yes,yes,no,,,no
vAjiBojana,vājibhojana,yes,yes,yes,1,hapax(1),yes
vAjidanta,vājidanta,yes,yes,no,,,no
vAjiganDA,vājigandhā,yes,yes,yes,3,uncommon(10-99),yes
vAjimat,vājimat,yes,no,yes,2,rare(2-9),no
vAjin,vājin,yes,no,yes,4,common(100-999),no
vAjinI,vājinī,yes,no,yes,2,rare(2-9),no
vAkucI,vākucī,yes,yes,yes,3,uncommon(10-99),yes
vAlA,vālā,yes,no,no,,,no
vAla,vāla,no,no,yes,4,common(100-999),no
vAlaka,vālaka,no,no,yes,3,uncommon(10-99),no
vAluNkI,vāluṅkī,yes,yes,no,,,no
vAlukI,vālukī,yes,no,yes,2,rare(2-9),no
vAlvaNgiri,vālvaṅgiri,yes,yes,no,,,no
vAmApIqana,vāmāpīḍana,yes,yes,no,,,no
vAma,vāma,yes,no,yes,4,common(100-999),no
vAmana,vāmana,yes,no,yes,4,common(100-999),no
vAnIra,vānīra,no,no,yes,3,uncommon(10-99),no
vAnIraja,vānīraja,yes,yes,yes,2,rare(2-9),yes
vAnIraka,vānīraka,yes,yes,no,,,no
vAnala,vānala,yes,yes,no,,,no
vAnaprasTa,vānaprastha,yes,no,yes,4,common(100-999),no
vAnarAGAta,vānarāghāta,yes,yes,no,,,no
vAnarI,vānarī,yes,no,yes,3,uncommon(10-99),no
vAnara,vānara,yes,no,yes,5,very-common(1000+),no
vAnarapriya,vānarapriya,yes,yes,yes,2,rare(2-9),yes
vAnaspatya,vānaspatya,no,no,yes,3,uncommon(10-99),no
vAneya,vāneya,yes,no,yes,3,uncommon(10-99),no
vAntiSoDanI,vāntiśodhanī,yes,yes,no,,,no
vAntidA,vāntidā,yes,yes,no,,,no
vAntikft,vāntikṛt,yes,no,no,,,no
vApIha,vāpīha,yes,yes,no,,,no
vApya,vāpya,yes,no,yes,2,rare(2-9),no
vArAhANgI,vārāhāṅgī,yes,yes,no,,,no
vArAhI,vārāhī,no,no,yes,3,uncommon(10-99),no
vArAha,vārāha,no,no,yes,4,common(100-999),no
vArAhakanda,vārāhakanda,no,yes,no,,,no
vArAhakarRI,vārāhakarṇī,no,yes,yes,1,hapax(1),no
vArAhapattrI,vārāhapattrī,yes,yes,no,,,no
vAra,vāra,yes,no,yes,5,very-common(1000+),no
vAraRa,vāraṇa,no,no,yes,4,common(100-999),no
vAraRabusA,vāraṇabusā,yes,yes,yes,1,hapax(1),yes
vAraRakesara,vāraṇakesara,no,yes,no,,,no
vArabuzA,vārabuṣā,yes,yes,no,,,no
vAralIka,vāralīka,yes,yes,no,,,no
vArdara,vārdara,yes,no,no,,,no
vAri,vāri,no,no,yes,4,common(100-999),no
vAribadara,vāribadara,yes,yes,yes,1,hapax(1),yes
vAricAmana,vāricāmana,yes,yes,no,,,no
vAricatvara,vāricatvara,yes,no,no,,,no
vArida,vārida,no,no,yes,3,uncommon(10-99),no
vArikaRwaka,vārikaṇṭaka,yes,yes,no,,,no
vArikarRikA,vārikarṇikā,yes,yes,no,,,no
vArikubja,vārikubja,no,yes,no,,,no
vArimUlI,vārimūlī,yes,yes,no,,,no
vAripUrRI,vāripūrṇī,no,yes,no,,,no
vAriparRI,vāriparṇī,yes,yes,yes,2,rare(2-9),yes
vArisaMjYa,vārisaṃjña,no,yes,no,,,no
vArisamBava,vārisambhava,no,no,yes,2,rare(2-9),no
vArivAlaka,vārivālaka,yes,yes,no,,,no
vArivallaBA,vārivallabhā,yes,yes,yes,1,hapax(1),yes
vArivara,vārivara,yes,yes,no,,,no
vArttAka,vārttāka,no,yes,yes,3,uncommon(10-99),no
vAryAmalaka,vāryāmalaka,no,yes,no,,,no
vArzikI,vārṣikī,yes,yes,yes,2,rare(2-9),yes
vAsa,vāsa,yes,no,yes,4,common(100-999),no
vAsaka,vāsaka,no,no,yes,3,uncommon(10-99),no
vAsantI,vāsantī,yes,no,yes,3,uncommon(10-99),no
vAsanta,vāsanta,no,no,yes,3,uncommon(10-99),no
vAsantikA,vāsantikā,no,no,no,,,no
vAsata,vāsata,yes,no,no,,,no
vAsinI,vāsinī,yes,yes,yes,1,hapax(1),yes
vAstUka,vāstūka,yes,yes,yes,3,uncommon(10-99),yes
vAstu,vāstu,yes,no,yes,3,uncommon(10-99),no
vAstuka,vāstuka,no,no,yes,3,uncommon(10-99),no
vAstukaSAkawa,vāstukaśākaṭa,yes,yes,no,,,no
vAsudevI,vāsudevī,yes,yes,yes,2,rare(2-9),yes
vAsudevapriyaMkarI,vāsudevapriyaṃkarī,yes,yes,no,,,no
vAtAri,vātāri,yes,yes,yes,3,uncommon(10-99),yes
vAtAritaRqulA,vātāritaṇḍulā,yes,yes,no,,,no
vAtaGnI,vātaghnī,yes,no,yes,2,rare(2-9),no
vAtaGna,vātaghna,yes,no,yes,3,uncommon(10-99),no
vAtaka,vātaka,yes,yes,yes,2,rare(2-9),yes
vAtala,vātala,yes,no,yes,4,common(100-999),no
vAtapoTa,vātapotha,yes,yes,yes,2,rare(2-9),yes
vAtaraktAri,vātaraktāri,yes,yes,no,,,no
vAtaraktaGna,vātaraktaghna,yes,yes,no,,,no
vAtigagama,vātigagama,yes,yes,no,,,no
vAtsaka,vātsaka,no,no,yes,2,rare(2-9),no
vAtula,vātula,yes,no,yes,2,rare(2-9),no
vAvaya,vāvaya,yes,yes,no,,,no
vAwa,vāṭa,no,no,yes,3,uncommon(10-99),no
vAwamUla,vāṭamūla,no,yes,no,,,no
vAwyAla,vāṭyāla,yes,yes,no,,,no
vAwyAyanI,vāṭyāyanī,no,yes,yes,2,rare(2-9),no
vAwyapuzpikA,vāṭyapuṣpikā,no,yes,yes,1,hapax(1),no
vAyasAdanI,vāyasādanī,yes,yes,yes,2,rare(2-9),yes
vAyasAhvA,vāyasāhvā,yes,yes,yes,2,rare(2-9),yes
vAyasI,vāyasī,no,no,yes,3,uncommon(10-99),no
vAyasa,vāyasa,yes,no,yes,4,common(100-999),no
vAyasekzuka,vāyasekṣuka,yes,yes,yes,2,rare(2-9),yes
vEBIta,vaibhīta,no,yes,yes,1,hapax(1),no
vEdya,vaidya,yes,no,yes,4,common(100-999),no
vEdyabanDu,vaidyabandhu,yes,yes,no,,,no
vEdyamAtf,vaidyamātṛ,yes,no,yes,1,hapax(1),no
vEdyasiMhI,vaidyasiṃhī,yes,yes,no,,,no
vEjayantI,vaijayantī,yes,no,yes,3,uncommon(10-99),no
vEjayantikA,vaijayantikā,yes,no,yes,2,rare(2-9),no
vEkaNkata,vaikaṅkata,yes,yes,yes,2,rare(2-9),yes
vEkuRWa,vaikuṇṭha,yes,no,yes,3,uncommon(10-99),no
vEparItya,vaiparītya,yes,no,yes,3,uncommon(10-99),no
vEparItyalajjAlu,vaiparītyalajjālu,no,yes,no,,,no
vErAntaka,vairāntaka,yes,yes,yes,1,hapax(1),yes
vErAtaNka,vairātaṅka,yes,yes,no,,,no
vEriRa,vairiṇa,no,no,yes,1,hapax(1),no
vEtasa,vaitasa,yes,no,yes,2,rare(2-9),no
vEzRavI,vaiṣṇavī,yes,no,yes,3,uncommon(10-99),no
vINKA,vīṅkhā,yes,no,no,,,no
vIrAKya,vīrākhya,yes,yes,no,,,no
vIra,vīra,yes,no,yes,5,very-common(1000+),no
vIraBadra,vīrabhadra,yes,no,yes,3,uncommon(10-99),no
vIraBadraka,vīrabhadraka,yes,yes,yes,1,hapax(1),yes
vIraRa,vīraṇa,no,no,yes,3,uncommon(10-99),no
vIradru,vīradru,yes,yes,yes,2,rare(2-9),yes
vIraka,vīraka,yes,no,yes,3,uncommon(10-99),no
vIrataRqula,vīrataṇḍula,yes,yes,no,,,no
vIratara,vīratara,no,no,yes,2,rare(2-9),no
vIrataru,vīrataru,yes,yes,yes,2,rare(2-9),yes
vIratfRa,vīratṛṇa,yes,yes,no,,,no
vIravetasa,vīravetasa,yes,yes,yes,1,hapax(1),yes
vIravfkza,vīravṛkṣa,yes,yes,yes,2,rare(2-9),yes
vIriRa,vīriṇa,no,yes,yes,2,rare(2-9),no
vItaSoka,vītaśoka,no,no,no,,,no
vIwaka,vīṭaka,no,yes,no,,,no
vIwi,vīṭi,yes,yes,no,,,no
vaDA,vadhā,yes,no,no,,,no
vaDU,vadhū,yes,no,yes,4,common(100-999),no
vaMSAntara,vaṃśāntara,yes,yes,yes,1,hapax(1),yes
vaMSa,vaṃśa,no,no,yes,4,common(100-999),no
vaMSaka,vaṃśaka,yes,no,yes,2,rare(2-9),no
vaMSapattrI,vaṃśapattrī,no,no,yes,2,rare(2-9),no
vaMSavarRa,vaṃśavarṇa,yes,yes,no,,,no
vaMSikA,vaṃśikā,yes,no,no,,,no
vaNga,vaṅga,yes,no,yes,4,common(100-999),no
vaNgana,vaṅgana,no,yes,yes,1,hapax(1),no
vaNgasenaka,vaṅgasenaka,yes,yes,no,,,no
vaSA,vaśā,yes,no,yes,4,common(100-999),no
vaSIra,vaśīra,yes,yes,no,,,no
vaSa,vaśa,yes,no,yes,5,very-common(1000+),no
vaSinI,vaśinī,yes,no,yes,1,hapax(1),no
vaYjula,vañjula,no,no,yes,3,uncommon(10-99),no
vaYjulapriya,vañjulapriya,yes,yes,no,,,no
vaYjulikA,vañjulikā,yes,yes,no,,,no
vacA,vacā,no,no,yes,4,common(100-999),no
vahedaka,vahedaka,no,yes,no,,,no
vahni,vahni,no,no,yes,5,very-common(1000+),no
vahniSiKA,vahniśikhā,yes,no,yes,2,rare(2-9),no
vahniSiKa,vahniśikha,no,no,yes,2,rare(2-9),no
vahniSiKara,vahniśikhara,yes,yes,no,,,no
vahnicakrA,vahnicakrā,no,yes,no,,,no
vahnidamanI,vahnidamanī,yes,yes,yes,1,hapax(1),yes
vahniganDa,vahnigandha,yes,no,no,,,no
vahnigarBA,vahnigarbhā,yes,yes,no,,,no
vahnijvAlA,vahnijvālā,no,yes,yes,2,rare(2-9),no
vahnikAzWa,vahnikāṣṭha,yes,yes,yes,1,hapax(1),yes
vahnikarI,vahnikarī,yes,yes,yes,1,hapax(1),yes
vahnimanTa,vahnimantha,yes,yes,yes,2,rare(2-9),yes
vahninI,vahninī,yes,yes,yes,1,hapax(1),yes
vahnipuzpI,vahnipuṣpī,yes,yes,yes,2,rare(2-9),yes
vahnivaktrA,vahnivaktrā,no,yes,no,,,no
vajrA,vajrā,yes,no,yes,1,hapax(1),no
vajrANgI,vajrāṅgī,yes,yes,yes,2,rare(2-9),yes
vajrAhikA,vajrāhikā,yes,yes,no,,,no
vajrAkzI,vajrākṣī,yes,yes,yes,1,hapax(1),yes
vajrAsTi,vajrāsthi,yes,yes,yes,1,hapax(1),yes
vajrI,vajrī,yes,no,yes,3,uncommon(10-99),no
vajra,vajra,yes,no,yes,5,very-common(1000+),no
vajraSfNKalikA,vajraśṛṅkhalikā,yes,yes,no,,,no
vajrabIjaka,vajrabījaka,yes,yes,no,,,no
vajradaRqaka,vajradaṇḍaka,no,yes,yes,1,hapax(1),no
vajradru,vajradru,yes,yes,no,,,no
vajrakaRwa,vajrakaṇṭa,yes,yes,no,,,no
vajrakaRwaka,vajrakaṇṭaka,yes,no,yes,2,rare(2-9),no
vajramUlI,vajramūlī,yes,yes,yes,1,hapax(1),yes
vajrapattrikA,vajrapattrikā,yes,yes,no,,,no
vajrapuzpA,vajrapuṣpā,yes,yes,yes,1,hapax(1),yes
vajrapuzpa,vajrapuṣpa,yes,no,yes,2,rare(2-9),no
vajratuRqa,vajratuṇḍa,no,no,yes,2,rare(2-9),no
vajravallI,vajravallī,yes,yes,yes,3,uncommon(10-99),yes
vajravfkza,vajravṛkṣa,yes,yes,yes,2,rare(2-9),yes
vakraSalyA,vakraśalyā,yes,yes,yes,2,rare(2-9),yes
vakradantIbIja,vakradantībīja,yes,yes,no,,,no
vakrakaRwaka,vakrakaṇṭaka,yes,yes,yes,1,hapax(1),yes
vakrapuzpa,vakrapuṣpa,yes,no,yes,2,rare(2-9),no
vaktra,vaktra,yes,no,yes,4,common(100-999),no
vaktraSoDana,vaktraśodhana,yes,yes,yes,1,hapax(1),yes
valAwa,valāṭa,yes,yes,no,,,no
valInaka,valīnaka,yes,yes,no,,,no
valgupattra,valgupattra,yes,yes,no,,,no
valgupodakI,valgupodakī,yes,yes,no,,,no
valkadruma,valkadruma,yes,yes,yes,1,hapax(1),yes
valkala,valkala,yes,no,yes,4,common(100-999),no
valkapattra,valkapattra,yes,yes,yes,1,hapax(1),yes
valkataru,valkataru,yes,yes,yes,1,hapax(1),yes
vallImudga,vallīmudga,yes,yes,yes,1,hapax(1),yes
vallIvfkza,vallīvṛkṣa,yes,yes,yes,1,hapax(1),yes
vallaBa,vallabha,no,no,yes,4,common(100-999),no
vallakI,vallakī,yes,no,yes,3,uncommon(10-99),no
vallakaraYja,vallakarañja,yes,yes,no,,,no
vallari,vallari,no,yes,yes,2,rare(2-9),no
vallikaRwakArikA,vallikaṇṭakārikā,yes,yes,no,,,no
vallyA,vallyā,yes,yes,no,,,no
vanAKuka,vanākhuka,yes,yes,no,,,no
vanAlikA,vanālikā,yes,yes,no,,,no
vanAlu,vanālu,yes,yes,no,,,no
vanAmala,vanāmala,yes,yes,no,,,no
vanAmra,vanāmra,yes,yes,yes,1,hapax(1),yes
vana,vana,no,no,yes,5,very-common(1000+),no
vanaBadrikA,vanabhadrikā,yes,yes,no,,,no
vanaSUkarI,vanaśūkarī,yes,yes,yes,1,hapax(1),yes
vanaSfNgAwa,vanaśṛṅgāṭa,yes,yes,yes,2,rare(2-9),yes
vanabarbara,vanabarbara,yes,yes,yes,1,hapax(1),yes
vanabarbarikA,vanabarbarikā,yes,yes,yes,2,rare(2-9),yes
vanacampaka,vanacampaka,yes,yes,yes,1,hapax(1),yes
vanacandana,vanacandana,yes,yes,no,,,no
vanacandrikA,vanacandrikā,yes,yes,yes,1,hapax(1),yes
vanadamana,vanadamana,yes,yes,no,,,no
vanahAsa,vanahāsa,yes,no,yes,2,rare(2-9),no
vanajA,vanajā,yes,no,yes,3,uncommon(10-99),no
vanaja,vanaja,no,no,yes,3,uncommon(10-99),no
vanakacu,vanakacu,yes,yes,no,,,no
vanalakzmI,vanalakṣmī,yes,yes,yes,1,hapax(1),yes
vanamAlinI,vanamālinī,yes,no,yes,2,rare(2-9),no
vanamAya,vanamāya,yes,yes,no,,,no
vanamUla,vanamūla,no,yes,no,,,no
vanamallikA,vanamallikā,yes,yes,yes,1,hapax(1),yes
vanameTikA,vanamethikā,yes,yes,yes,1,hapax(1),yes
vanamudga,vanamudga,yes,yes,yes,2,rare(2-9),yes
vanapallava,vanapallava,yes,yes,no,,,no
vanapuzpA,vanapuṣpā,yes,yes,yes,1,hapax(1),yes
vanarAja,vanarāja,yes,no,no,,,no
vanaspati,vanaspati,yes,no,yes,4,common(100-999),no
vanatiktA,vanatiktā,no,yes,no,,,no
vanatikta,vanatikta,yes,yes,yes,1,hapax(1),yes
vanatiktikA,vanatiktikā,yes,yes,yes,1,hapax(1),yes
vanavilAsinI,vanavilāsinī,yes,yes,yes,2,rare(2-9),yes
vanayamAnI,vanayamānī,yes,yes,no,,,no
vandA,vandā,yes,no,yes,2,rare(2-9),no
vandAka,vandāka,yes,yes,yes,3,uncommon(10-99),yes
vandanIya,vandanīya,yes,no,yes,1,hapax(1),no
vanebilvaka,vanebilvaka,no,yes,no,,,no
vanekiMSuka,vanekiṃśuka,no,yes,no,,,no
vanekzudrA,vanekṣudrā,yes,yes,no,,,no
vanesarja,vanesarja,yes,yes,no,,,no
vanodBavA,vanodbhavā,yes,no,yes,2,rare(2-9),no
vanyA,vanyā,yes,no,yes,3,uncommon(10-99),no
vanya,vanya,yes,no,yes,4,common(100-999),no
vanyadamana,vanyadamana,yes,yes,yes,1,hapax(1),yes
vappIha,vappīha,yes,yes,no,,,no
vaprA,vaprā,yes,no,yes,1,hapax(1),no
vapuzwamA,vapuṣṭamā,yes,no,yes,2,rare(2-9),no
varA,varā,no,no,yes,4,common(100-999),no
varANga,varāṅga,no,no,yes,3,uncommon(10-99),no
varANgaka,varāṅgaka,yes,yes,yes,2,rare(2-9),yes
varARa,varāṇa,yes,no,no,,,no
varAdana,varādana,yes,yes,no,,,no
varAhI,varāhī,yes,yes,yes,2,rare(2-9),yes
varAha,varāha,yes,no,yes,4,common(100-999),no
varAhakAlin,varāhakālin,yes,yes,no,,,no
varAhakarRI,varāhakarṇī,yes,yes,yes,2,rare(2-9),yes
varAhakrAntA,varāhakrāntā,yes,yes,no,,,no
varAhanAman,varāhanāman,yes,no,no,,,no
varAhapattrI,varāhapattrī,yes,yes,yes,1,hapax(1),yes
varAhikA,varāhikā,yes,yes,yes,2,rare(2-9),yes
varAlaka,varālaka,yes,no,yes,2,rare(2-9),no
varAmra,varāmra,yes,yes,no,,,no
varAsana,varāsana,yes,no,yes,3,uncommon(10-99),no
varAwaka,varāṭaka,no,no,yes,3,uncommon(10-99),no
varAwakarajas,varāṭakarajas,yes,yes,no,,,no
varAwikA,varāṭikā,yes,yes,yes,3,uncommon(10-99),yes
varDa,vardha,yes,no,yes,1,hapax(1),no
varDaPala,vardhaphala,yes,yes,no,,,no
varDamAna,vardhamāna,no,no,yes,3,uncommon(10-99),no
varI,varī,yes,no,yes,3,uncommon(10-99),no
varIyasI,varīyasī,yes,yes,yes,1,hapax(1),yes
varRA,varṇā,yes,yes,yes,1,hapax(1),yes
varRArha,varṇārha,yes,yes,yes,1,hapax(1),yes
varRaprasAdana,varṇaprasādana,yes,yes,yes,2,rare(2-9),yes
varRapuzpI,varṇapuṣpī,yes,yes,yes,1,hapax(1),yes
varaGaRwikA,varaghaṇṭikā,yes,yes,no,,,no
varaRa,varaṇa,no,no,yes,3,uncommon(10-99),no
varaRqAlu,varaṇḍālu,yes,no,yes,1,hapax(1),no
varacandana,varacandana,yes,no,yes,2,rare(2-9),no
varadA,varadā,yes,no,yes,3,uncommon(10-99),no
varadAru,varadāru,no,yes,yes,2,rare(2-9),no
varadAtu,varadātu,no,yes,no,,,no
varadruma,varadruma,yes,yes,no,,,no
varakAzWakA,varakāṣṭhakā,no,no,no,,,no
varaka,varaka,yes,no,yes,3,uncommon(10-99),no
varalabDa,varalabdha,yes,no,yes,1,hapax(1),no
varambarA,varambarā,yes,yes,no,,,no
varaparRAKya,varaparṇākhya,yes,yes,no,,,no
varatikta,varatikta,yes,no,yes,2,rare(2-9),no
varatiktaka,varatiktaka,no,no,no,,,no
varatiktikA,varatiktikā,yes,yes,no,,,no
varatvac,varatvac,yes,yes,no,,,no
varawA,varaṭā,yes,no,yes,2,rare(2-9),no
varawa,varaṭa,no,no,yes,1,hapax(1),no
varmakaRwaka,varmakaṇṭaka,yes,yes,yes,2,rare(2-9),yes
vartikA,vartikā,yes,no,yes,3,uncommon(10-99),no
vartulI,vartulī,yes,yes,yes,1,hapax(1),yes
varuRArizwakamaya,varuṇāriṣṭakamaya,no,yes,no,,,no
varuRa,varuṇa,yes,no,yes,5,very-common(1000+),no
varuRakAzWikA,varuṇakāṣṭhikā,yes,yes,no,,,no
varuRaka,varuṇaka,no,yes,yes,2,rare(2-9),no
varvUra,varvūra,yes,yes,no,,,no
varzA,varṣā,yes,no,yes,4,common(100-999),no
varzABU,varṣābhū,no,no,yes,3,uncommon(10-99),no
varzABava,varṣābhava,yes,yes,yes,1,hapax(1),yes
varzANgI,varṣāṅgī,yes,yes,no,,,no
varzAhU,varṣāhū,no,no,no,,,no
varzAlaNkAyikA,varṣālaṅkāyikā,yes,yes,no,,,no
varzapAkin,varṣapākin,yes,yes,yes,1,hapax(1),yes
varzapriya,varṣapriya,yes,yes,yes,1,hapax(1),yes
varzika,varṣika,no,no,yes,2,rare(2-9),no
vasAQya,vasāḍhya,yes,yes,no,,,no
vasAdanI,vasādanī,yes,yes,yes,1,hapax(1),yes
vasantadUtI,vasantadūtī,no,no,yes,2,rare(2-9),no
vasantakusama,vasantakusama,yes,yes,no,,,no
vasantamadana,vasantamadana,yes,yes,no,,,no
vasira,vasira,yes,no,yes,2,rare(2-9),no
vastiSoDana,vastiśodhana,yes,yes,yes,1,hapax(1),yes
vastikarmAQya,vastikarmāḍhya,yes,yes,no,,,no
vastrarajanI,vastrarajanī,no,yes,no,,,no
vastuka,vastuka,no,no,yes,2,rare(2-9),no
vasuBawwa,vasubhaṭṭa,yes,yes,yes,1,hapax(1),yes
vasuhawwa,vasuhaṭṭa,no,yes,yes,2,rare(2-9),no
vasuka,vasuka,no,no,yes,3,uncommon(10-99),no
vasuvallikA,vasuvallikā,yes,yes,no,,,no
vatsAdanI,vatsādanī,no,yes,yes,3,uncommon(10-99),no
vatsAhvaya,vatsāhvaya,no,yes,yes,1,hapax(1),no
vatsAkzI,vatsākṣī,yes,yes,no,,,no
vatsa,vatsa,yes,no,yes,4,common(100-999),no
vatsaka,vatsaka,yes,no,yes,3,uncommon(10-99),no
vavUla,vavūla,no,yes,no,,,no
vavvola,vavvola,yes,yes,no,,,no
vawASvatTavivAha,vaṭāśvatthavivāha,no,no,no,,,no
vawa,vaṭa,yes,no,yes,4,common(100-999),no
vawara,vaṭara,no,no,yes,1,hapax(1),no
vawavAsin,vaṭavāsin,yes,yes,yes,1,hapax(1),yes
vawya,vaṭya,no,no,no,,,no
vayaHsTA,vayaḥsthā,no,no,yes,3,uncommon(10-99),no
veDaka,vedhaka,yes,no,yes,3,uncommon(10-99),no
veDamuKya,vedhamukhya,yes,yes,yes,2,rare(2-9),yes
veDamuKyaka,vedhamukhyaka,yes,yes,yes,1,hapax(1),yes
veDanI,vedhanī,yes,no,yes,1,hapax(1),no
veDin,vedhin,yes,no,yes,4,common(100-999),no
veDinI,vedhinī,yes,no,no,,,no
veRI,veṇī,no,no,yes,3,uncommon(10-99),no
veRIgamUlaka,veṇīgamūlaka,yes,yes,yes,1,hapax(1),yes
veRIra,veṇīra,yes,yes,no,,,no
veRukA,veṇukā,no,no,yes,2,rare(2-9),no
veRuka,veṇuka,yes,no,yes,2,rare(2-9),no
veRukarkara,veṇukarkara,yes,yes,no,,,no
veSyA,veśyā,yes,no,yes,4,common(100-999),no
vega,vega,yes,no,yes,5,very-common(1000+),no
vejAnI,vejānī,yes,yes,no,,,no
vella,vella,yes,no,yes,3,uncommon(10-99),no
vellikA,vellikā,yes,yes,yes,1,hapax(1),yes
vellikAKyA,vellikākhyā,yes,yes,no,,,no
vetasAmla,vetasāmla,yes,yes,yes,3,uncommon(10-99),yes
vetasa,vetasa,no,no,yes,3,uncommon(10-99),no
vetra,vetra,no,no,yes,3,uncommon(10-99),no
vezaRA,veṣaṇā,yes,no,yes,1,hapax(1),no
