k1_slp1,k1_iast,species_canonical,species_raw,L_number,page_col,sense_citation,lexicographer_only,dcs_band,dcs_band_label
gokaRwa,gokaṇṭa,Asteracantha longifolia,Asteracantha longifolia,66896,"363,3",L.,yes,2,rare(2-9)
gokarRa,gokarṇa,Antilope picta,Antilope picta,66904,"364,1","R. ii, 103, 41; Car. i, 27; Suśr.",no,4,common(100-999)
gokarRI,gokarṇī,Sanseviera zeylanica,Sanseviera zeylanica,66915,"364,1",L.,yes,2,rare(2-9)
gokzura,gokṣura,Tribulus lanuginosus,Tribulus lanuginosus,66949,"364,1",Suśr.,no,3,uncommon(10-99)
goKura,gokhura,Tribulus lanuginosus,Tribulus lanuginosus,66963,"364,1",L.,yes,,
gojihvA,gojihvā,Phlomis,Phlomis,67028,"364,2","L.; L.; L.; Car. i, 27, 86; Suśr. i, 46, 4, 51.",no,3,uncommon(10-99)
gojihvA,gojihvā,Premna esculenta,Premna esculenta,67028,"364,2","L.; L.; L.; Car. i, 27, 86; Suśr. i, 46, 4, 51.",no,3,uncommon(10-99)
gojihvA,gojihvā,Elephantopus scaber,Elephantopus scaber,67028,"364,2","L.; L.; L.; Car. i, 27, 86; Suśr. i, 46, 4, 51.",no,3,uncommon(10-99)
gojihvA,gojihvā,Coix barbata,Coix barbata,67028,"364,2","L.; L.; L.; Car. i, 27, 86; Suśr. i, 46, 4, 51.",no,3,uncommon(10-99)
gojihvA,gojihvā,Hieracium,Hieracium,67028,"364,2","L.; L.; L.; Car. i, 27, 86; Suśr. i, 46, 4, 51.",no,3,uncommon(10-99)
goqumbA,goḍumbā,Coloquintida,coloquintida,67036,"364,2",L.,yes,2,rare(2-9)
goqumbikA,goḍumbikā,Cucumis maderaspatanus,Cucumis maderaspatanus,67037,"364,2",L.,yes,,
gonarda,gonarda,Cyperus rotundus,Cyperus rotundus,67183,"365,1",L.,yes,2,rare(2-9)
gonAda,gonāda,Anas casarca,Anas Casarca,67197,"365,2",L.,yes,,
gopura,gopura,Cyperus rotundus,Cyperus rotundus,67309,"365,3","Bhpr. v, 2, 123",no,3,uncommon(10-99)
gopuraka,gopuraka,Boswellia thurifera,Boswellia thurifera,67312,"365,3",L.; Gal.,no,2,rare(2-9)
gomayapriya,gomayapriya,Andropogon schoenanthus,Andropogon Schoenanthus,67375,"366,1",L.,yes,,
gomUtrin,gomūtrin,Terminalia,Terminalia,67424,"366,2",L.,yes,1,hapax(1)
gorakzataRqula,gorakṣataṇḍula,Uraria lagopodioides,Uraria lagopodioides,67469,"366,2",L.,yes,,
goliha,goliha,Bignonia suaveolens,Bignonia suaveolens,67519,"366,3","Bhpr. v, 5, 67.",no,1,hapax(1)
golomikA,golomikā,Hemionitis cordifolia,Hemionitis cordifolia,67526,"366,3",L.,yes,2,rare(2-9)
goSfNga,gośṛṅga,Acacia arabica,Acacia arabica,67656,"367,1",L.,yes,2,rare(2-9)
goharItakI,goharītakī,Aegle marmelos,Aegle Marmelos,67772,"367,3",L.,yes,1,hapax(1)
gohita,gohita,Luffa foetida,Luffa foetida,67775,"367,3",L.,yes,,
goDApadikA,godhāpadikā,Cissus pedata,Cissus pedata,67839,"368,1",L.,yes,,
goDAskanDa,godhāskandha,Vachellia farnesiana,Vachellia farnesiana,67845,"368,1",L.,yes,2,rare(2-9)
goDinI,godhinī,Solanum,Solanum,67851,"368,1",L.,yes,1,hapax(1)
gopA,gopā,Ichnocarpus frutescens,Ichnocarpus frutescens,67868,"368,1",L.,yes,4,common(100-999)
gopI,gopī,Abrus precatorius,Abrus precatorius,67874,"368,1",L.,yes,3,uncommon(10-99)
gopaGaRwa,gopaghaṇṭa,Flacourtia sapida,Flacourtia sapida,67879,"368,1",Gal.,no,,
gopaBadrikA,gopabhadrikā,Gmelina arborea,Gmelina arborea,67893,"368,1",L.,yes,1,hapax(1)
gopavallI,gopavallī,Sanseviera roxburghiana,Sanseviera Roxburghiana,67900,"368,1",L.,yes,2,rare(2-9)
gopana,gopana,Laurus cassia,Laurus Cassia,67932,"368,2",L.,yes,3,uncommon(10-99)
gorawa,goraṭa,Acacia,Acacia,67985,"368,3",L.,yes,2,rare(2-9)
gola,gola,Vangueria spinosa,Vangueria spinosa,67995,"368,3",L.,yes,4,common(100-999)
gOra,gaura,Grislea tomentosa,Grislea tomentosa,68237,"369,3",L.,yes,4,common(100-999)
gOratvac,gauratvac,Terminalia catappa,Terminalia Catappa,68280,"370,1",L.,yes,,
gOraSAka,gauraśāka,Bassia,Bassia,68291,"370,1",L.,yes,,
gOrasarzapa,gaurasarṣapa,Sinapis glauca,Sinapis glauca,68295,"370,1","Mn. viii, 133 f.; PārGṛ.; Āp.; Mn.; Yājñ.; Suśr.",no,3,uncommon(10-99)
gOrIpuzpa,gaurīpuṣpa,Nerium odorum,Nerium odorum,68349,"370,2",L.,yes,1,hapax(1)
gOlika,gaulika,Bignonia suaveolens,Bignonia suaveolens,68390,"370,2",L.,yes,1,hapax(1)
granTiPala,granthiphala,Feronia elephantum,Feronia elephantum,68500,"371,1",L.,yes,2,rare(2-9)
granTiPala,granthiphala,Vangueria spinosa,Vangueria spinosa,68501,"371,1",L.; L.,yes,2,rare(2-9)
granTimat,granthimat,Heliotropium indicum,Heliotropium indicum,68509,"371,1","Bhpr. v, 3, 225",no,2,rare(2-9)
granTimatPala,granthimatphala,Artocarpus lacucha,Artocarpus Lacucha,68510,"371,1",L.,yes,,
granTika,granthika,Capparis aphylla,Capparis aphylla,68523,"371,1",L.,yes,3,uncommon(10-99)
granTila,granthila,Flacourtia sapida,Flacourtia sapida,68533,"371,2",L.,yes,3,uncommon(10-99)
granTila,granthila,Capparis aphylla,Capparis aphylla,68533,"371,2",L.,yes,3,uncommon(10-99)
granTila,granthila,Amaranthus polygonoides,Amaranthus polygonoides,68533,"371,2",L.,yes,3,uncommon(10-99)
granTila,granthila,Asteracantha longifolia,Asteracantha longifolia,68533,"371,2",L.,yes,3,uncommon(10-99)
granTila,granthila,Cocculus cordifolius,Cocculus cordifolius,68533,"371,2",L.,yes,3,uncommon(10-99)
granTilA,granthilā,Cyperus,Cyperus,68537,"371,2",L.,yes,2,rare(2-9)
grahanASa,grahanāśa,Alstonia scholaris,Alstonia scholaris,68622,"372,2",L.,yes,,
grahapati,grahapati,Calotropis gigantea,Calotropis gigantea,68631,"372,2",L.,yes,2,rare(2-9)
grAhaka,grāhaka,Marsilea quadrifolia,Marsilea quadrifolia,68773,"372,3",L.,yes,3,uncommon(10-99)
grAhiPala,grāhiphala,Feronia elephantum,Feronia elephantum,68783,"373,1",L.,yes,1,hapax(1)
grAhiRI,grāhiṇī,Alhagi,Alhagi,68789.65,"373,1",L.,yes,2,rare(2-9)
grAhiRI,grāhiṇī,Mimosa,Mimosa,68789.70,"373,1",Npr.,no,2,rare(2-9)
grAmajanizpAvI,grāmajaniṣpāvī,Phaseolus radiatus,Phaseolus radiatus,68861,"373,2",L.,yes,,
grAmyakarkawI,grāmyakarkaṭī,Benincasa cerifera,Benincasa cerifera,69031,"374,1",L.,yes,1,hapax(1)
grAmyakoSAtakI,grāmyakośātakī,Cucurbitaceous,cucurbitaceous,69037,"374,1",L.,yes,1,hapax(1)
grAmyavallaBA,grāmyavallabhā,Beta bengalensis,Beta bengalensis,69053,"374,1",L.,yes,1,hapax(1)
grAvarohaka,grāvarohaka,Physalis flexuosa,Physalis flexuosa,69063,"374,1",L.,yes,,
grIzmA,grīṣmā,Symplocos racemosa,Symplocos racemosa,69099,"374,2",L.,yes,,
grIzmajA,grīṣmajā,Anona reticulata,Anona reticulata,69102,"374,2",L.,yes,,
grIzmaBavA,grīṣmabhavā,Jasminum sambac,Jasminum Sambac,69105,"374,2",L.,yes,,
grIzmasundaraka,grīṣmasundaraka,Erythraea centaureoides,Erythraea centaureoides,69108,"374,2",L.,yes,,
grIzmasundaraka,grīṣmasundaraka,Mollugo spergula,Mollugo spergula,69108,"374,2",L.,yes,,
GaRwA,ghaṇṭā,Bignonia suaveolens,Bignonia suaveolens,69369,"375,3",L.,yes,4,common(100-999)
GaRwA,ghaṇṭā,Lida cordifolia,Lida cordifolia,69370,"375,3",L.,yes,4,common(100-999)
GaRwA,ghaṇṭā,Rhombifolia,rhombifolia,69370,"375,3",L.,yes,4,common(100-999)
GaRwA,ghaṇṭā,Uraria lagopodioides,Uraria lagopodioides,69371,"375,3",L.,yes,4,common(100-999)
GaRwA,ghaṇṭā,Achyranthes aspera,Achyranthes aspera,69372,"375,3",L.,yes,4,common(100-999)
GaRwApAwali,ghaṇṭāpāṭali,Bignonia suaveolens,Bignonia suaveolens,69388,"376,1",L.,yes,2,rare(2-9)
GaRwApAwali,ghaṇṭāpāṭali,Schreberia swietenoides,Schreberia Swietenoides,69389,"376,1",L.,yes,2,rare(2-9)
GaRwAbIja,ghaṇṭābīja,Croton jamalgota,Croton Jamalgota,69390,"376,1",L.,yes,1,hapax(1)
GaRwAravA,ghaṇṭāravā,Crotolaria,Crotolaria,69397,"376,1","Car. i, 1, 77",no,1,hapax(1)
GaRwAli,ghaṇṭāli,Cucurbitaceous,cucurbitaceous,69399.1,"376,1",L.,yes,2,rare(2-9)
GaRwaka,ghaṇṭaka,Bignonia suaveolens,Bignonia suaveolens,69408,"376,1",L.,yes,1,hapax(1)
Gana,ghana,Cyperus hexastachyus communis,Cyperus Hexastachyus communis,69441,"376,1",Suśr. vi,no,4,common(100-999)
GanA,ghanā,Glycine debilis,Glycine debilis,69457,"376,1",L.,yes,2,rare(2-9)
GanacCada,ghanacchada,Flacourtia cataphracta,Flacourtia cataphracta,69469,"376,1",L.,yes,1,hapax(1)
GanacCada,ghanacchada,Pinus webbiana,Pinus Webbiana,69470,"376,1",L.,yes,1,hapax(1)
GanacCada,ghanacchada,Moringa,Moringa,69471,"376,1",Npr.,no,1,hapax(1)
Ganadruma,ghanadruma,Asteracantha longifolia,Asteracantha Longifolia,69484,"376,2",L.,yes,1,hapax(1)
Ganapattra,ghanapattra,Boerhavia procumbens,Boerhavia procumbens,69491,"376,2",L.,yes,,
Ganapallava,ghanapallava,Guilandina moringa,Guilandina Moringa,69495,"376,2",,no,,
GanaPala,ghanaphala,Asteracantha longifolia,Asteracantha longifolia,69498,"376,2",L.,yes,1,hapax(1)
GanaSfNgI,ghanaśṛṅgī,Odina pinnata,Odina pinnata,69530,"376,2",Npr.,no,,
GanaskanDa,ghanaskandha,Mangifera sylvatica,Mangifera sylvatica,69543,"376,2",L.,yes,2,rare(2-9)
Ganasvana,ghanasvana,Amaranthus polygamus,Amaranthus polygamus,69545,"376,2",L.,yes,1,hapax(1)
GanAmala,ghanāmala,Chenopodium album,Chenopodium album,69554,"376,2",L.,yes,1,hapax(1)
GanAGanA,ghanāghanā,Solanum indicum,Solanum indicum,69581,"376,3",L.,yes,,
GulaYca,ghulañca,Coix barbata,Coix barbata,69839,"377,3",L.,yes,,
Goza,ghoṣa,Luffa foetida,Luffa foetida,69865,"378,1",L.,yes,4,common(100-999)
GozA,ghoṣā,Anethum sowa,Anethum Sowa,69875,"378,1",L.,yes,3,uncommon(10-99)
Gozaka,ghoṣaka,Luffa foetida,Luffa foetida,69895,"378,1",L.,yes,2,rare(2-9)
GUkAvAsa,ghūkāvāsa,Trophis aspera,Trophis aspera,69921,"378,2",L.,yes,,
GUrRa,ghūrṇa,Erythraea centaureoides,Erythraea centaureoides,69928,"378,2",L.,yes,2,rare(2-9)
GftakumArikA,ghṛtakumārikā,Aloe indica,Aloe indica,69944,"378,2","Bhpr. v, 3, 282.",no,1,hapax(1)
GftapUrRa,ghṛtapūrṇa,Guilandina bonducella,Guilandina Bonducella,69976,"378,3",Bhpr.,no,,
GftamaRqA,ghṛtamaṇḍā,Mimosa,Mimosa,69992,"378,3",L.,yes,,
GftAhva,ghṛtāhva,Pinus longifolia,Pinus longifolia,70056,"379,1",L.,yes,,
Gfzwi,ghṛṣṭi,Dioscorea,Dioscorea,70131,"379,2",L.,yes,2,rare(2-9)
Gfzwi,ghṛṣṭi,Clitoria ternatea,Clitoria ternatea,70132,"379,2",L.,yes,2,rare(2-9)
GfzWilA,ghṛṣṭhilā,Hemionitis cordifolia,Hemionitis cordifolia,70134,"379,2",L.,yes,,
GeYculikA,gheñculikā,Arum orixense,Arum orixense,70136,"379,2",L.,yes,,
GowikA,ghoṭikā,Portulaca oleracea,Portulaca oleracea,70145,"379,2",Bhpr.,no,2,rare(2-9)
GoRwAPala,ghoṇṭāphala,Uraria lagopodioides,Uraria lagopodioides,70166,"379,2",L.,yes,2,rare(2-9)
GolI,gholī,Purslain,purslain,70219,"379,3",L.,yes,2,rare(2-9)
GrARaduHKadA,ghrāṇaduḥkhadā,Artemisia sternutatoria,Artemisia sternutatoria,70257,"380,1","Bhpr. v, 3, 304.",no,,
cakrA,cakrā,Cyperus,Cyperus,70362,"380,3",L.,yes,2,rare(2-9)
cakrakAraka,cakrakāraka,Unguis odoratus,unguis odoratus,70366,"380,3","Bhpr. v, 2, 80.",no,2,rare(2-9)
cakragaja,cakragaja,Cassia tora,Cassia Tora,70368,"380,3",L.,yes,1,hapax(1)
cakragucCa,cakraguccha,Jonesia aśoka,Jonesia Aśoka,70371,"380,3",L.,yes,,
cakraparivyADa,cakraparivyādha,Cathartocarpus fistula,Cathartocarpus fistula,70425,"381,1",L.,yes,,
cakrabAlA,cakrabālā,Hibiscus cannabinus,Hibiscus cannabinus,70448,"381,1",Npr.,no,,
cakralakzaRA,cakralakṣaṇā,Cocculus cordifolius,Cocculus cordifolius,70478,"381,2",L.,yes,2,rare(2-9)
cakravartin,cakravartin,Chenopodium album,Chenopodium album,70495,"381,2",L.,yes,4,common(100-999)
cakravartinI,cakravartinī,Nardostachys jaṭāmāṃsi,Nardostachys Jaṭāmāṃsi,70498,"381,2",L.,yes,2,rare(2-9)
cakravAka,cakravāka,Anas casarca,Anas Casarca,70503,"381,2","RV. ii, 39, 3; VS. xxiv f.; AV. xiv; MBh.",no,4,common(100-999)
cakraSreRI,cakraśreṇī,Odina pinnata,Odina pinnata,70533,"381,2",L.,yes,,
cakrANkA,cakrāṅkā,Cocculus tomentosus,Cocculus tomentosus,70547,"381,2","Bhpr. v, 3, 307",no,2,rare(2-9)
cakrANkA,cakrāṅkā,Cyperus pertenuis,Cyperus pertenuis,70548,"381,2",L.,yes,2,rare(2-9)
cakrANgA,cakrāṅgā,Cocculus tomentosus,Cocculus tomentosus,70555,"381,3",W.,no,1,hapax(1)
cakrANgI,cakrāṅgī,Helleborus niger,Helleborus niger,70557,"381,3",L.,yes,2,rare(2-9)
cakrANgI,cakrāṅgī,Cocculus tomentosus,Cocculus tomentosus,70558,"381,3",L.,yes,2,rare(2-9)
cakrANgI,cakrāṅgī,Rubia munjista,Rubia munjista,70559,"381,3",L.,yes,2,rare(2-9)
cakrANgI,cakrāṅgī,Enhydra heloncha,Enhydra Heloncha,70560,"381,3",L.,yes,2,rare(2-9)
cakraka,cakraka,Dolichos biflorus,Dolichos biflorus,70589,"381,3",L.,yes,2,rare(2-9)
cakrakA,cakrakā,Abrus,Abrus,70593,"381,3","L.; Suśr. iv, 30, 3; 19",no,2,rare(2-9)
cakralA,cakralā,Cyperus,Cyperus,70598,"381,3",L.,yes,1,hapax(1)
cakrika,cakrika,Dolichos biflorus,Dolichos biflorus,70600,"381,3",Npr.,no,1,hapax(1)
cakrin,cakrin,Dalbergia ujjeinensis,Dalbergia ujjeinensis,70619,"381,3",L.,yes,3,uncommon(10-99)
cakzurbahala,cakṣurbahala,Odina pinnata,Odina pinnata,70673,"382,1",L.,yes,,
cakzuzya,cakṣuṣya,Amomum antorhiza,Amomum antorhiza,70703,"382,1",L.,yes,4,common(100-999)
cakzuzya,cakṣuṣya,Pandanus odoratissimus,Pandanus odoratissimus,70704,"382,1",L.,yes,4,common(100-999)
cakzuzya,cakṣuṣya,Hyperanthera moringa,Hyperanthera Moringa,70705,"382,1",L.,yes,4,common(100-999)
cakzuzyA,cakṣuṣyā,Pandanus odoratissimus,Pandanus odoratissimus,70710,"382,1",L.,yes,2,rare(2-9)
cakzuzyA,cakṣuṣyā,Glycine labialis,Glycine labialis,70711,"382,1",L.,yes,2,rare(2-9)
caYcalatEla,cañcalataila,Liquidambar orientale,Liquidambar orientale,70789,"382,2",Npr.,no,,
cawakA,caṭakā,Turdus macrourus,Turdus macrourus,70837,"382,3",L.,yes,3,uncommon(10-99)
caRadruma,caṇadruma,Tribulus,Tribulus,70887,"383,1",L.,yes,1,hapax(1)
caRakAmlavAr,caṇakāmlavār,Cicer,cicer,70900,"383,1",W.,no,,
caRqA,caṇḍā,Andropogon aciculatus,Andropogon aciculatus,70921,"383,1","L.; L.; L.; L.; L.; Suśr. i; iv; vi, 51",no,3,uncommon(10-99)
caRqA,caṇḍā,Mucuna pruritus,Mucuna pruritus,70921,"383,1","L.; L.; L.; L.; L.; Suśr. i; iv; vi, 51",no,3,uncommon(10-99)
caRqA,caṇḍā,Salvinia cucullata,Salvinia cucullata,70921,"383,1","L.; L.; L.; L.; L.; Suśr. i; iv; vi, 51",no,3,uncommon(10-99)
caRqikA,caṇḍikā,Linum usitatissimum,Linum usitatissimum,71012,"383,2",L.,yes,3,uncommon(10-99)
caRqila,caṇḍila,Chenopodium,Chenopodium,71023,"383,2",L.,yes,,
caRqAta,caṇḍāta,Nerium odorum,Nerium odorum,71046,"383,3",L.,yes,2,rare(2-9)
catuHsama,catuḥsama,Agallochum,Agallochum,71121,"384,1",Bhpr. vii,no,1,hapax(1)
caturaNga,caturaṅga,Cucumis utilissimus,Cucumis utilissimus,71136.10,"384,1",L.,yes,3,uncommon(10-99)
caturaNgula,caturaṅgula,Cathartocarpus fistula,Cathartocarpus fistula,71140,"384,1","Car. vii, 8; Suśr. i; iv",no,3,uncommon(10-99)
caturdala,caturdala,Marsilea quadrifolia,Marsilea quadrifolia,71215,"384,2",Npr.,no,,
caturDArin,caturdhārin,Cissus quadrangularis,Cissus quadrangularis,71238,"384,3",Npr.,no,,
catuzparRI,catuṣparṇī,Oxalis pusilla,Oxalis pusilla,71422,"385,3",L.,yes,1,hapax(1)
catuzpuRqrA,catuṣpuṇḍrā,Abelmoschus esculentus,Abelmoschus esculentus,71433,"386,1",L.,yes,1,hapax(1)
catuzPalA,catuṣphalā,Uraria lagopodioides,Uraria lagopodioides,71435,"386,1",L.,yes,1,hapax(1)
candana,candana,Sirium myrtifolium,Sirium myrtifolium,71537,"386,2","Nir. xi, 5; MBh.; R.; Ragh. vi, 61",no,4,common(100-999)
candanagopA,candanagopā,Ichnocarpus,Ichnocarpus,71547,"386,2",L.,yes,2,rare(2-9)
candrA,candrā,Cocculus cordifolius,Cocculus cordifolius,71608,"386,3",,no,2,rare(2-9)
candrI,candrī,Serratula anthelminthica,Serratula anthelminthica,71611,"386,3",L.,yes,,
candrakalA,candrakalā,Pimelodus vacha,Pimelodus Vacha,71615,"386,3",L.,yes,2,rare(2-9)
candrapuzpA,candrapuṣpā,Solanum,Solanum,71714,"387,1",Bhpr.,no,2,rare(2-9)
candrapraBA,candraprabhā,Serratula anthelminthica,Serratula anthelminthica,71723,"387,1",L.,yes,3,uncommon(10-99)
candrareKA,candrarekhā,Serratula anthelminthica,Serratula anthelminthica,71787,"387,2",L.,yes,2,rare(2-9)
candraleKA,candralekhā,Serratula anthelminthica,Serratula anthelminthica,71795,"387,2",L.,yes,2,rare(2-9)
candravallarI,candravallarī,Ruta graveolens,Ruta graveolens,71820,"387,3",L.,yes,,
candravallI,candravallī,Paederia foetida,Paederia foetida,71822,"387,3",L.,yes,2,rare(2-9)
candravallI,candravallī,Gaertnera racemosa,Gaertnera racemosa,71823,"387,3",L.,yes,2,rare(2-9)
candravihaMgama,candravihaṃgama,Ardea nivea,Ardea nivea,71831,"387,3",L.,yes,,
candraSUra,candraśūra,Lepidium sativum,Lepidium sativum,71841,"387,3",Bhpr.,no,2,rare(2-9)
candrasurasa,candrasurasa,Vitex negundo,Vitex Negundo,71864,"387,3",L.,yes,,
candrahAsA,candrahāsā,Cocculus cordifolius,Cocculus cordifolius,71887,"387,3",L.,yes,2,rare(2-9)
candrAspadA,candrāspadā,Rhus,Rhus,71933,"388,1",L.,yes,1,hapax(1)
candrikA,candrikā,Gynandropsis pentaphylla,Gynandropsis pentaphylla,71966,"388,1",L.,yes,3,uncommon(10-99)
candrikA,candrikā,Jasminum zambac,Jasminum Zambac,71967,"388,1",L.,yes,3,uncommon(10-99)
candrikA,candrikā,Trigonella foenum graecum,Trigonella foenum graecum,71968,"388,1",,no,3,uncommon(10-99)
candrila,candrila,Chenopodium album,Chenopodium album,71996,"388,1",L.,yes,,
capalANga,capalāṅga,Delphinus,Delphinus,72032,"388,2",L.,yes,,
camatkAra,camatkāra,Achyranthes aspera,Achyranthes aspera,72067,"388,2",L.,yes,3,uncommon(10-99)
camarika,camarika,Bauhinia variegata,Bauhinia variegata,72090,"388,3","Bhpr. v, 3, 102.",no,2,rare(2-9)
campa,campa,Bauhinia variegata,Bauhinia variegata,72124,"388,3",L.,yes,2,rare(2-9)
campaka,campaka,Michelia campaka,Michelia Campaka,72131,"388,3",MBh.; R.,no,3,uncommon(10-99)
campaka,campaka,Campaka,Campaka,72137,"388,3",MBh.; Suśr.,no,3,uncommon(10-99)
campakaganDa,campakagandha,Campaka,Campaka,72140,"388,3","VarBṛS. lxxvii, 6; 12",no,,
campakadeSa,campakadeśa,Campaka,Campaka,72142,"388,3",,no,,
campakavyavahArikaTA,campakavyavahārikathā,Campaka,Campaka,72151,"389,1",,no,,
campakAraRya,campakāraṇya,Campaka,Campaka,72152,"389,1","MBh. iii, 8111; Romakas.",no,2,rare(2-9)
cara,cara,Cypraea moneta,Cypraea moneta,72181,"389,2",L.,yes,4,common(100-999)
carAcara,carācara,Cypraea moneta,Cypraea moneta,72297,"389,3",L.,yes,4,common(100-999)
carya,carya,Cypraea moneta,Cypraea moneta,72345,"390,1",L.,yes,2,rare(2-9)
carmakaSA,carmakaśā,Mimosa abstergens,Mimosa abstergens,72448,"390,2","Bhpr.; ib.; Car. i, 1, 76",no,,
carmakArI,carmakārī,Mimosa abstergens,Mimosa abstergens,72451,"390,2",L.,yes,1,hapax(1)
carmatila,carmatila,Sesamum,sesamum,72479,"390,3","Pāṇ. viii, 2, 8; Pat.",no,,
carmahantrI,carmahantrī,Trigonella foenum graecum,Trigonella foenum graecum,72522,"390,3",Bhpr.,no,1,hapax(1)
carmaRvatI,carmaṇvatī,Musa sapientum,Musa sapientum,72539,"390,3",L.,yes,3,uncommon(10-99)
carmin,carmin,Musa sapientum,Musa sapientum,72556,"391,1",L.,yes,3,uncommon(10-99)
calaGnI,calaghnī,Trigonella corniculata,Trigonella corniculata,72604,"391,1",L.,yes,,
caladala,caladala,Ficus religiosa,Ficus religiosa,72615,"391,2",L.,yes,1,hapax(1)
caladruma,caladruma,Tribulus lanuginosus,Tribulus lanuginosus,72616,"391,2",L.,yes,,
cavana,cavana,Piper chaba,Piper Chaba,72678,"391,2",L.,yes,1,hapax(1)
cavyajA,cavyajā,Scindapsus officinalis,Scindapsus officinalis,72687,"391,2",L.,yes,1,hapax(1)
cAndrI,cāndrī,Solanum,Solanum,72917,"392,3",L.,yes,2,rare(2-9)
cAndrI,cāndrī,Serratula anthelminthica,Serratula anthelminthica,72918,"392,3",L.,yes,2,rare(2-9)
cApapawa,cāpapaṭa,Buchanania latifolia,Buchanania latifolia,72961,"393,1",L.,yes,,
cAmarapuzpa,cāmarapuṣpa,Mangifera indica,Mangifera indica,72999,"393,1",L.,yes,,
cAmarapuzpa,cāmarapuṣpa,Pandanus odoratissimus,Pandanus odoratissimus,73001,"393,1",L.,yes,,
cAmarapuzpaka,cāmarapuṣpaka,Saccharum spontaneum,Saccharum spontaneum,73003,"393,1",L.,yes,,
cAmpeya,cāmpeya,Michelia campaka,Michelia Campaka,73027,"393,1",ŚārṅgP.,no,2,rare(2-9)
cAmpeya,cāmpeya,Mesua ferrea,Mesua ferrea,73028,"393,1",L.,yes,2,rare(2-9)
cAra,cāra,Buchanania latifolia,Buchanania latifolia,73049,"393,2",Bhpr.,no,4,common(100-999)
cAraka,cāraka,Buchanania latifolia,Buchanania latifolia,73079,"393,2",L.,yes,3,uncommon(10-99)
cArawI,cāraṭī,Flacourtia cataphracta,Flacourtia cataphracta,73086,"393,2","Car. vi, 14, 36; Bhpr. vii, 64, 6",no,2,rare(2-9)
cArawI,cāraṭī,Hibiscus mutabilis,Hibiscus mutabilis,73087,"393,2",L.; Gal.,no,2,rare(2-9)
cAraRI,cāraṇī,Hibiscus mutabilis,Hibiscus mutabilis,73096,"393,2",Npr.,no,,
cArukesarA,cārukesarā,Cyperus,Cyperus,73152,"393,3",L.,yes,2,rare(2-9)
cArudAru,cārudāru,Hibiscus populneoides,Hibiscus populneoides,73173,"393,3",Npr.,no,,
cAruparRI,cāruparṇī,Paederia foetida,Paederia foetida,73189,"393,3",L.,yes,2,rare(2-9)
cAruka,cāruka,Saccharum śara,Saccharum Śara,73235,"394,1","Bhpr. v, 8, 82",no,1,hapax(1)
ciciRqa,ciciṇḍa,Trichosanthes anguina,Trichosanthes anguina,73448,"395,1","Bhpr. v, 9, 63 f.",no,,
ciYcAmla,ciñcāmla,Rumex vesicatorius,Rumex vesicatorius,73460,"395,1",Npr.; L.,no,2,rare(2-9)
ciYcI,ciñcī,Abrus precatorius,Abrus precatorius,73467,"395,2",W.,no,2,rare(2-9)
citra,citra,Plumbago zeylanica,Plumbago zeylanica,73646,"396,1",L.,yes,5,very-common(1000+)
citra,citra,Ricinus communis,Ricinus communis,73647,"396,1",L.,yes,5,very-common(1000+)
citra,citra,Jonesia aśoka,Jonesia Aśoka,73648,"396,1",L.,yes,5,very-common(1000+)
citrA,citrā,Salvinia cucullata,Salvinia cucullata,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Cucumis maderaspatanus,Cucumis maderaspatanus,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Ricinus communis,Ricinus communis,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Croton polyandrum,Croton polyandrum,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Tiglium,Tiglium,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Myrobalan,Myrobalan,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrA,citrā,Rubia munjista,Rubia Munjista,73658,"396,1","L.; L.; L.; L.; L.; L.; L.; L.; Car. vii, 12; Suśr.",no,3,uncommon(10-99)
citrakaRwaka,citrakaṇṭaka,Asteracantha longifolia,Asteracantha longifolia,73687,"396,2",Npr.,no,,
citrakaRwaka,citrakaṇṭaka,Tribulus lanuginosus,Tribulus lanuginosus,73687,"396,2",Npr.,no,,
citrakarman,citrakarman,Dalbergia oujeinensis,Dalbergia oujeinensis,73699,"396,2",L.,yes,3,uncommon(10-99)
citrakARqAlI,citrakāṇḍālī,Cissus quadrangularis,Cissus quadrangularis,73703,"396,2",Npr.,no,,
citrakUlA,citrakūlā,Croton,Croton,73714,"396,2",Npr.,no,,
citrakft,citrakṛt,Dalbergia oujeinensis,Dalbergia oujeinensis,73717,"396,2",L.,yes,2,rare(2-9)
citrataRqula,citrataṇḍula,Embelia ribes,Embelia Ribes,73742,"396,2",L.,yes,2,rare(2-9)
